age,years_licensed,vehicle_age,vehicle_type,annual_mileage,prior_claims,avg_speed_mph,hard_braking_per_trip,sharp_cornering_per_trip,night_driving_pct,highway_pct,trips_per_week,phone_use_per_trip,speeding_pct,annual_premium
41,23,10,SUV,14559,1,34.7,3.05,2.31,27.3,70.3,36.7,0.11,6.9,1770.67
32,15,15,Sedan,13810,0,38.6,0.31,2.91,20.2,85.7,24.3,0.42,5.0,1290.6
47,30,5,Truck,15014,0,62.2,0.89,0.61,11.2,68.0,32.2,0.08,31.1,1584.31
72,55,15,Sedan,3904,1,43.6,0.07,2.0,12.5,71.7,21.0,1.08,50.9,1036.84
59,40,19,Hatchback,5786,0,53.2,0.06,0.4,37.3,27.8,29.8,0.28,32.1,973.65
68,51,15,Truck,16019,1,41.8,4.3,0.01,32.2,51.8,34.3,1.49,7.6,1736.0
34,19,11,SUV,5979,0,23.4,2.5,2.32,4.3,67.9,16.3,0.54,29.1,1478.12
22,7,16,Truck,13606,2,73.0,1.13,0.15,38.5,64.0,32.6,0.9,24.1,2412.84
46,30,4,Sports,10592,0,42.4,1.12,0.02,30.1,47.1,26.4,0.1,7.6,1592.01
21,2,12,Sedan,8015,2,46.9,2.07,0.52,16.7,44.4,41.3,0.97,31.2,2202.27
27,8,7,Sedan,13399,1,36.2,0.63,0.57,10.7,36.4,22.9,0.11,31.9,1647.92
73,55,4,Hatchback,12804,0,54.4,2.15,0.1,24.8,66.2,27.3,1.87,15.3,1161.95
34,16,11,Sedan,20441,0,53.5,1.0,2.02,47.6,59.9,23.8,0.16,17.3,1681.27
27,11,8,Sedan,9501,0,26.3,1.52,0.62,26.6,13.2,30.3,0.58,30.4,1218.19
34,18,2,SUV,17760,0,47.1,5.02,0.81,32.1,81.4,7.5,0.4,23.4,2162.19
37,22,2,Sports,13410,0,55.5,0.96,0.37,10.6,53.2,13.7,0.33,35.1,1875.06
41,26,0,Truck,9356,0,59.4,0.81,0.86,8.4,31.8,30.3,0.28,0.2,1424.3
22,4,17,Hatchback,15197,0,52.8,3.54,1.75,40.8,68.7,25.2,0.24,17.4,1566.39
51,33,11,SUV,14263,0,53.8,3.49,2.84,40.1,56.9,9.0,0.18,15.2,1488.53
23,4,8,Sedan,12143,2,38.5,7.32,4.23,31.3,50.5,19.9,0.45,4.7,2357.51
70,54,8,SUV,13065,1,30.3,1.2,0.67,14.7,60.2,21.9,2.07,31.7,1736.49
19,3,17,Truck,9612,0,41.3,0.63,5.53,13.2,38.5,21.1,0.56,7.1,1771.16
30,15,17,Sedan,8697,1,30.0,0.41,0.42,13.8,90.3,32.5,0.71,18.7,1252.71
60,41,6,Sedan,15038,0,36.1,0.05,0.01,54.0,29.7,35.1,0.53,27.2,1212.03
60,44,3,Sedan,11104,0,36.0,1.95,1.75,40.9,32.3,7.1,0.36,35.0,1414.17
65,46,12,SUV,11680,0,33.7,0.4,0.24,18.3,38.4,24.0,0.85,37.5,1235.82
28,9,16,Sports,13119,0,51.4,1.4,0.06,17.8,53.3,25.9,0.2,7.3,1719.1
68,53,1,Truck,13061,1,32.8,3.73,3.09,23.6,81.4,13.1,0.16,22.1,1741.61
64,45,13,Hatchback,6283,2,67.0,4.5,1.88,41.1,44.5,35.0,0.24,10.5,1737.1
74,55,2,Sedan,17145,0,56.9,0.01,0.13,25.4,18.8,28.0,0.43,2.4,1452.99
40,22,4,Hatchback,12485,0,59.3,0.57,1.8,36.3,67.8,31.8,0.0,16.2,1004.44
72,55,13,Sports,11189,0,36.7,2.72,2.23,21.2,37.9,21.4,0.9,41.9,1812.97
33,18,2,Sedan,13723,0,47.4,1.15,2.83,49.7,49.9,18.8,0.18,27.0,1718.7
48,31,6,Hatchback,12946,2,32.5,2.47,0.94,33.9,15.8,20.4,0.46,9.7,1365.27
28,10,17,Sedan,15068,0,47.6,2.88,1.46,34.8,51.9,24.1,0.03,9.0,1375.84
71,54,12,Sports,14152,0,23.8,0.88,1.72,52.0,52.1,21.6,0.28,13.2,1677.98
33,18,9,Sports,14871,0,57.7,0.67,1.4,27.3,85.9,32.2,0.04,20.7,1887.78
25,10,12,Truck,17404,2,37.3,0.91,1.25,9.1,51.5,46.3,0.01,14.9,2291.74
21,2,15,SUV,15534,0,48.6,1.59,0.95,44.9,54.5,29.7,0.78,25.1,1843.92
57,41,8,Sedan,11358,0,50.9,0.69,0.78,43.4,54.4,9.4,0.26,5.2,1181.28
21,2,1,SUV,7508,0,38.4,2.24,6.66,36.1,60.4,26.2,0.84,30.5,2344.62
73,55,4,SUV,18671,0,35.4,3.51,0.49,25.9,49.9,15.5,0.21,29.5,1607.74
42,24,16,Truck,11049,0,43.6,0.5,0.11,19.6,61.9,21.7,0.52,19.4,1422.61
20,2,3,Truck,10108,0,54.6,5.03,1.74,29.6,50.0,24.7,0.05,12.9,2138.7
49,30,16,Hatchback,5053,0,43.2,1.46,0.29,30.0,33.7,22.9,0.11,28.7,1067.68
20,5,8,Sedan,13354,0,52.2,3.16,0.91,46.5,49.9,16.7,0.32,19.3,1799.08
44,26,19,Sports,12596,0,54.5,0.16,0.12,45.1,14.9,29.2,0.29,17.4,1640.24
46,31,1,Hatchback,5940,0,42.7,0.43,1.16,15.8,73.2,9.0,0.11,58.5,1177.42
49,31,17,Truck,13813,0,43.6,0.58,3.46,21.2,71.3,28.1,1.02,13.3,1393.39
67,52,10,Sedan,10007,0,46.7,0.54,1.54,23.8,35.7,17.8,0.17,11.8,884.83
68,51,12,Sedan,22761,0,58.7,0.28,0.29,30.9,30.7,27.2,0.28,22.5,1485.78
36,21,7,Sedan,9723,1,40.9,3.04,4.25,32.3,35.1,14.2,0.21,41.8,1912.14
38,23,0,SUV,10259,0,58.7,0.81,0.44,9.8,82.2,26.9,2.7,32.2,1686.57
22,3,16,SUV,8501,1,48.1,4.95,0.69,34.2,61.6,36.0,0.21,26.2,1921.15
35,18,11,Hatchback,17112,0,36.2,1.31,0.83,16.2,42.7,20.2,0.15,25.6,1450.97
45,29,3,SUV,10509,0,44.5,0.22,5.62,18.4,17.9,20.1,1.19,2.5,1672.11
59,40,12,Sedan,9100,0,31.6,1.18,0.09,23.6,28.1,28.5,0.09,2.9,836.43
39,23,8,SUV,14828,0,28.8,7.56,1.43,21.3,40.8,26.7,1.25,21.1,1778.8
38,20,6,Sports,6479,0,52.3,1.25,0.54,14.6,48.9,13.9,0.42,8.0,1566.34
23,7,4,Hatchback,14500,0,54.6,0.0,0.1,38.7,34.9,33.9,0.13,16.5,1447.04
18,3,4,Sports,19126,0,44.6,4.06,3.28,13.5,23.8,31.5,0.15,2.3,2756.19
22,6,16,SUV,14266,1,45.6,0.4,1.07,40.0,89.1,35.3,0.62,34.4,2088.89
58,39,8,SUV,14552,0,38.1,1.75,1.68,17.1,34.1,29.4,0.02,16.4,1424.56
29,10,5,Sports,15480,0,47.0,1.09,0.33,3.2,61.9,40.1,0.63,19.9,1881.36
43,27,18,SUV,18839,1,68.8,0.59,1.72,27.9,18.9,10.0,0.19,24.6,1945.77
63,44,15,Sedan,16840,1,57.1,0.5,2.12,14.2,53.4,37.2,0.83,10.4,1467.71
51,32,1,Sedan,13759,0,44.1,3.96,0.68,32.1,42.9,21.9,0.07,22.8,1684.14
66,50,9,Sedan,15616,0,43.0,3.64,1.02,13.6,64.8,20.6,0.14,24.8,1233.03
31,14,15,Truck,8456,0,40.5,1.08,4.29,34.4,52.4,19.3,0.29,4.5,1300.46
43,26,4,Sedan,15105,0,28.1,0.45,2.25,23.3,76.1,29.1,1.06,3.1,1264.05
62,44,14,Sedan,7978,1,39.2,0.16,0.71,41.9,38.9,31.4,0.17,29.5,1184.2
44,25,12,Sedan,10532,0,53.1,0.26,1.31,40.1,33.2,21.3,0.93,15.7,1407.34
26,10,12,SUV,1000,0,33.8,1.11,1.84,10.8,53.8,27.2,0.05,25.1,1313.83
43,24,12,SUV,13606,0,41.6,0.55,0.03,9.2,41.2,47.1,0.1,0.9,1188.23
74,55,14,Truck,9425,0,31.6,0.06,1.07,2.7,23.9,19.6,0.09,19.8,1220.11
64,45,13,Sedan,16445,0,54.4,0.91,5.0,43.2,83.5,21.8,0.47,15.4,1459.03
74,55,7,Sedan,13561,1,29.7,2.06,3.53,14.3,56.9,36.4,0.25,17.8,1264.19
39,22,10,SUV,16496,1,52.1,3.33,2.14,8.3,22.2,12.4,1.0,11.4,1966.31
64,48,17,Sedan,7666,0,57.3,1.32,0.13,36.6,91.0,27.0,0.33,11.5,696.09
73,54,3,Sedan,16154,0,41.1,1.93,6.15,26.6,16.4,5.7,0.91,8.8,1690.55
47,30,9,Sedan,20423,0,36.8,0.68,1.13,6.5,25.2,14.0,0.14,24.0,1199.61
60,42,0,Sports,15057,0,50.7,1.03,0.3,12.0,69.8,15.5,1.34,24.8,1716.03
65,48,4,Truck,15161,0,64.2,1.96,1.35,74.4,35.7,18.0,0.5,12.5,1889.29
34,17,12,Sedan,12678,0,61.1,1.95,2.33,57.9,57.0,15.0,0.35,0.7,1558.04
43,26,0,Sedan,9901,1,44.1,0.83,0.14,50.4,23.6,26.6,0.47,17.6,1644.23
53,34,7,Hatchback,15045,1,34.4,1.18,2.98,27.3,51.0,36.2,1.25,2.8,1372.16
18,0,2,Truck,5976,0,42.2,3.86,3.03,33.2,44.6,41.3,0.21,10.9,2081.71
25,7,2,SUV,10329,0,24.7,1.5,0.02,33.1,70.6,16.8,0.14,14.6,1601.98
66,51,6,Truck,4916,1,38.3,1.54,2.77,38.9,61.5,30.8,0.14,3.5,1229.7
52,37,3,Truck,9185,0,50.4,2.3,3.52,18.6,41.8,34.7,1.8,3.5,1662.29
69,54,2,Truck,14568,0,40.6,0.18,0.05,46.9,32.4,26.0,0.21,16.8,1293.96
32,14,14,SUV,14022,0,37.8,1.11,0.42,33.0,62.4,30.7,1.08,5.5,1453.6
64,49,7,SUV,12204,1,44.3,4.81,0.56,3.2,70.1,28.7,0.07,12.7,1391.84
73,55,2,Sedan,12682,0,41.8,0.67,0.51,31.8,51.4,28.7,0.28,46.9,1389.12
39,22,6,Hatchback,4457,1,54.1,0.52,1.71,45.9,42.1,19.1,0.48,31.7,1321.23
31,12,17,SUV,10510,0,29.1,1.38,0.53,23.9,51.9,9.0,1.66,10.0,1324.27
43,24,10,Sedan,9275,0,51.3,0.37,3.76,9.8,32.4,22.2,0.57,22.1,1228.92
45,28,10,Hatchback,9364,1,44.4,1.22,6.36,1.7,43.9,18.9,0.0,14.2,1170.78
40,23,16,Hatchback,14398,0,50.2,0.25,0.46,59.7,23.6,22.8,0.71,18.5,1256.47
31,14,5,Hatchback,8558,1,28.3,1.3,0.85,18.9,57.2,32.7,0.52,34.3,1298.16
41,22,7,Sports,9581,0,55.6,1.38,0.98,27.7,34.3,36.5,0.1,21.0,1885.9
19,4,0,Hatchback,3652,0,51.5,0.81,1.04,58.0,46.1,26.2,0.48,13.4,1339.4
62,45,9,Sedan,10824,0,65.1,0.72,0.56,36.4,41.8,15.5,1.3,23.4,1417.52
43,25,18,Sports,7649,0,35.0,0.42,0.22,22.6,21.3,21.9,0.0,8.1,1149.69
31,14,2,Sports,12317,1,38.0,0.6,0.07,49.9,54.0,18.8,1.83,26.9,2460.81
73,55,3,Sedan,8196,1,23.6,1.03,0.13,11.0,57.0,26.0,0.18,14.0,1061.3
68,51,10,Sedan,12418,0,35.1,0.43,2.78,15.7,69.4,21.3,0.47,3.9,941.58
24,5,14,Hatchback,11421,0,62.2,2.29,0.39,8.9,64.2,32.2,0.16,31.2,1350.78
20,3,0,Sedan,18688,0,48.5,1.85,0.1,21.6,17.0,18.2,0.66,18.8,2168.34
64,48,8,Sports,13989,1,36.3,0.47,1.17,11.6,58.0,42.5,0.36,0.6,1686.19
40,22,10,Sedan,4641,2,46.6,0.15,0.09,72.2,43.3,13.2,0.15,10.1,1623.75
63,48,18,Sedan,6940,0,44.3,0.0,0.09,7.4,57.8,27.4,0.35,28.3,903.14
60,43,12,SUV,12221,0,22.1,1.36,1.17,8.5,65.5,12.1,0.22,8.0,1063.65
64,48,15,Sedan,8281,0,24.3,0.36,1.07,12.8,52.9,33.4,0.14,36.9,898.83
62,46,3,Truck,1000,0,58.3,0.02,0.05,61.7,50.0,25.4,0.45,30.2,1197.58
35,17,0,SUV,17398,0,53.8,0.67,0.74,9.7,18.4,26.6,0.51,11.0,1923.11
55,36,19,Sedan,14881,0,27.2,4.91,0.69,21.5,94.2,17.8,0.08,24.6,1299.64
52,35,12,Sedan,14084,0,43.5,1.76,0.95,11.2,69.7,33.7,1.32,22.0,1407.73
68,52,0,SUV,9571,0,36.4,2.93,1.61,12.7,39.9,30.1,0.0,39.5,1343.01
32,14,4,Sedan,13711,0,58.1,0.23,0.4,39.5,82.6,20.6,0.16,32.2,1570.5
42,27,4,Truck,9183,0,50.4,0.11,0.68,20.9,18.0,24.9,0.21,17.8,1493.77
72,55,13,SUV,12819,1,31.7,0.02,1.89,60.6,28.0,17.9,0.03,13.1,1524.29
54,36,13,Sedan,8318,0,46.4,4.67,3.07,15.3,59.9,17.2,0.05,9.7,1158.57
45,26,7,SUV,18065,1,44.5,0.54,2.66,58.8,53.9,20.1,0.94,14.9,1800.17
27,8,3,Sedan,5719,1,44.5,0.92,0.78,8.3,55.1,22.8,0.22,11.4,1375.07
56,40,6,Sedan,16929,1,38.9,0.75,0.88,14.6,47.6,25.0,0.23,25.5,1316.08
74,55,19,Sedan,12156,1,45.3,1.97,0.9,11.9,55.6,24.6,0.58,19.1,1280.76
34,17,18,Sports,10042,2,34.8,0.56,2.44,25.2,65.2,18.1,0.64,15.7,1990.82
56,38,14,Hatchback,12668,1,30.7,1.15,2.2,14.5,41.8,31.1,0.61,20.6,1100.26
39,23,3,Sports,14933,0,30.0,8.13,0.45,40.3,75.4,33.7,0.32,50.0,2603.69
43,26,18,Sedan,17467,0,32.4,0.88,0.21,44.7,58.2,32.3,0.61,17.5,1321.02
61,44,8,Sedan,13253,1,50.1,1.2,0.57,38.1,54.3,30.6,1.29,45.5,1811.38
42,26,12,SUV,8437,0,50.4,1.05,0.41,11.3,72.1,5.0,0.07,41.8,1293.51
34,15,13,Truck,12223,0,62.5,2.44,3.61,24.6,52.6,17.0,0.43,10.9,1809.48
30,12,13,Hatchback,19267,2,42.3,0.47,0.37,31.8,60.2,13.1,1.05,2.9,1786.8
37,19,9,Sedan,17391,0,53.4,0.28,0.24,30.1,88.9,10.8,1.69,30.4,1552.15
42,23,15,Sedan,15635,0,45.6,2.1,2.76,8.2,61.9,34.2,0.05,27.3,1469.92
21,5,4,Truck,15183,0,48.6,0.81,0.11,4.1,56.0,38.6,1.5,42.5,2248.1
27,9,5,Sports,14798,0,54.7,3.68,0.36,18.3,48.0,25.1,0.65,14.9,2315.81
20,4,1,Sports,16635,0,52.0,1.55,0.69,3.8,84.1,28.8,0.64,43.6,2618.45
58,42,12,Truck,10173,1,46.3,1.25,1.08,53.1,31.7,22.1,0.08,21.5,1740.92
62,45,12,Hatchback,6580,0,37.6,0.11,0.48,23.8,59.0,34.4,0.43,31.7,858.57
35,16,18,SUV,12276,0,48.3,1.97,0.82,38.0,30.7,27.2,0.22,33.3,1751.39
64,48,17,Hatchback,8730,0,61.4,1.74,0.27,29.2,10.0,20.8,0.44,14.4,1083.02
53,38,18,Hatchback,7780,0,47.1,1.53,1.02,16.6,53.2,29.5,0.67,34.9,1061.47
64,45,0,Sports,9119,0,40.3,0.47,0.63,6.0,40.2,23.5,0.1,13.4,1485.69
39,21,7,Sedan,21941,1,54.9,4.4,2.27,20.9,54.6,26.6,0.08,13.3,2000.93
51,34,15,Sedan,12544,0,28.4,0.58,0.64,25.6,71.0,30.5,0.22,16.4,1238.41
64,46,1,SUV,13448,1,40.7,0.25,0.7,21.1,53.1,55.1,0.51,4.4,1434.81
25,7,7,SUV,7111,2,33.2,6.54,1.08,48.6,45.8,39.3,0.56,51.1,2500.07
57,38,5,Sports,4625,0,43.5,2.06,0.16,42.9,34.8,26.2,0.47,19.0,1500.84
66,48,15,Sedan,8724,1,60.0,0.8,0.2,39.8,69.6,17.5,0.95,9.1,1313.42
61,45,10,Sedan,17753,0,52.7,4.12,1.87,33.9,58.7,7.0,0.66,29.1,1444.34
36,18,16,Truck,13337,0,22.6,0.14,0.38,18.7,36.9,35.3,0.35,12.7,1379.2
59,42,18,Sedan,14394,0,37.6,0.14,1.39,37.7,44.7,34.0,0.33,4.6,1139.19
58,41,10,Sedan,14954,0,27.0,1.72,0.12,58.4,22.3,20.0,0.8,4.1,1378.48
54,39,7,SUV,9635,0,57.7,0.29,2.07,21.0,56.6,24.3,1.08,34.3,1500.25
23,6,3,SUV,17552,0,38.0,3.74,5.33,40.2,37.2,26.7,0.95,10.3,2309.05
69,51,10,Sedan,9469,2,45.9,2.75,0.56,37.2,72.3,29.8,0.34,53.9,1852.2
43,26,7,Sports,17625,1,46.5,0.55,0.85,27.3,47.4,38.2,0.43,23.9,2262.62
51,32,8,SUV,13769,1,47.5,3.3,0.7,20.1,46.7,14.6,0.77,33.6,1816.16
73,55,1,Hatchback,4844,0,20.0,0.07,2.7,39.8,36.3,30.4,0.43,15.1,757.44
62,46,15,SUV,9008,0,49.3,1.19,0.01,17.4,72.5,26.8,0.13,28.5,1142.38
23,4,5,Sedan,4860,0,38.4,4.11,1.27,18.8,52.3,20.9,1.09,8.6,1533.93
54,39,18,Sedan,16653,0,55.1,2.9,1.27,15.1,37.6,31.5,0.34,38.8,1562.01
74,55,7,Sedan,11901,0,47.4,0.66,0.58,43.3,37.1,24.1,2.01,39.7,1643.93
50,32,13,SUV,3087,0,52.6,0.3,0.3,22.5,76.7,24.4,0.4,9.0,969.05
70,52,15,Sedan,13503,0,36.3,0.35,0.33,43.7,78.1,27.5,0.24,27.4,1050.37
39,21,11,SUV,9851,0,31.5,1.08,1.93,12.7,51.5,21.3,0.12,2.1,1358.72
38,22,4,SUV,6065,1,55.7,1.36,0.08,33.1,46.8,30.2,0.21,11.1,1592.12
23,7,18,Sedan,18712,0,51.8,0.05,1.0,42.0,28.6,21.8,0.12,40.2,1673.28
23,7,17,Sedan,12429,0,47.7,0.8,0.44,38.9,62.8,38.5,1.27,15.0,1529.37
72,53,8,Truck,10826,1,47.6,2.66,0.37,18.8,43.7,26.8,0.46,8.2,1452.91
65,46,1,Hatchback,10402,1,50.0,0.88,0.85,49.3,63.6,19.6,0.86,58.8,1499.64
21,3,19,Sedan,5947,0,29.5,0.28,2.74,21.9,58.8,27.5,0.12,13.3,1449.67
47,30,11,Sedan,6782,0,57.9,4.65,1.16,19.9,76.7,32.9,0.03,6.3,1347.31
28,10,1,Hatchback,17140,0,43.2,0.46,1.86,58.6,62.8,12.4,0.27,8.6,1322.79
47,32,9,Sedan,10104,0,43.5,2.4,1.1,28.7,65.5,35.1,1.38,5.7,1355.83
48,29,0,Hatchback,12088,0,40.0,0.32,1.44,14.9,9.0,27.7,0.06,5.6,1085.15
41,25,3,Sedan,3823,0,20.0,0.83,0.68,9.6,62.7,24.8,0.78,1.9,1030.0
72,53,11,Sports,6728,0,51.9,1.01,3.12,25.5,22.0,19.5,0.03,29.7,1777.5
26,10,8,Sedan,14439,0,33.0,1.04,0.84,9.5,43.4,27.8,0.09,4.2,1125.78
72,55,3,Hatchback,13511,0,46.3,1.09,0.96,43.6,41.9,17.9,0.65,22.3,1151.92
20,5,8,Sedan,19014,0,35.2,0.38,0.89,29.7,66.8,9.1,0.12,20.1,1557.71
68,49,5,Truck,17372,0,40.9,1.09,0.46,19.6,54.5,19.3,0.01,39.8,1714.28
48,32,0,Sedan,11077,0,40.2,0.99,0.32,11.5,29.9,22.8,0.12,36.0,1441.08
57,42,9,Sedan,13892,1,34.9,0.35,0.09,9.3,56.5,29.9,0.66,9.1,1219.55
54,36,13,Truck,10734,0,42.3,6.66,1.52,34.5,21.8,23.2,0.38,5.4,1871.71
53,35,17,SUV,20219,1,39.2,3.01,0.41,8.9,28.3,15.8,0.4,40.4,1783.85
41,25,5,Hatchback,16596,0,32.5,3.28,0.59,30.2,22.2,19.7,0.26,23.6,1683.07
48,29,17,SUV,12679,0,59.1,1.74,3.03,24.4,39.8,25.2,0.08,2.8,1348.06
23,8,19,Sports,12802,0,35.4,0.26,1.0,10.1,57.3,30.2,0.12,7.4,1542.68
19,0,15,SUV,17779,0,51.7,1.26,0.12,73.6,24.5,31.5,0.1,28.4,2311.69
37,19,14,Hatchback,14318,0,53.0,2.58,1.93,16.2,18.7,14.1,0.61,14.9,1345.3
45,30,15,Hatchback,18235,0,56.1,0.06,0.36,15.0,50.6,25.4,0.94,6.2,1233.48
28,9,7,Sedan,3225,0,38.5,1.03,0.97,47.0,36.4,31.2,0.14,2.9,998.38
21,4,12,Sports,13845,0,42.6,0.76,0.86,25.1,50.4,18.0,0.09,9.4,1941.16
32,16,10,Sports,9938,1,43.0,0.36,0.33,16.1,44.8,39.4,0.14,43.4,2142.99
23,7,6,Sedan,19026,0,51.3,0.71,0.15,35.9,22.3,21.0,1.4,23.4,1722.01
71,54,16,SUV,18186,1,42.1,6.16,0.28,37.0,33.9,33.2,0.12,39.8,1802.25
66,48,17,Sedan,12131,0,50.5,1.93,0.12,47.1,31.5,30.5,0.59,15.3,1264.68
47,32,18,Sports,18143,0,41.9,0.53,0.39,5.8,34.3,19.5,0.06,31.4,1922.37
73,55,12,Sedan,19132,0,58.4,1.39,7.1,23.1,48.0,25.1,0.54,7.2,1567.78
55,38,14,Sedan,12298,0,44.9,0.42,0.62,11.2,71.0,35.9,0.14,16.9,1025.74
68,51,0,SUV,21888,0,43.4,1.42,2.39,27.1,28.8,20.7,0.91,37.4,1996.07
74,55,15,SUV,11875,0,49.1,3.4,0.96,5.1,53.0,26.4,0.01,13.0,1222.13
19,1,4,Sports,11142,0,64.6,1.22,1.32,29.3,68.7,13.0,0.35,28.8,2524.17
32,13,2,Hatchback,15463,0,37.7,1.98,0.2,34.2,73.2,27.9,0.54,18.7,1516.16
28,12,9,SUV,10585,0,57.5,0.91,0.39,21.0,83.5,21.8,0.68,2.5,1137.24
25,6,18,Sedan,12341,0,35.2,1.11,0.86,23.7,58.0,29.2,1.15,15.2,1229.53
43,26,4,Truck,17638,0,45.5,1.78,2.56,26.0,25.9,18.2,0.49,7.6,1703.29
68,53,6,SUV,12077,0,35.5,2.51,0.05,10.1,56.3,27.6,0.07,8.2,1068.02
62,47,13,SUV,5220,0,40.5,1.62,0.85,15.0,22.4,22.2,0.64,36.7,1314.87
61,43,2,Sedan,13469,1,36.9,5.69,0.06,5.2,44.9,3.9,0.38,13.5,1473.0
22,7,12,SUV,9215,1,53.4,2.57,0.73,28.6,41.8,25.7,0.05,4.5,1690.95
23,8,12,Sedan,15461,0,39.0,2.25,1.19,36.5,43.2,35.1,0.08,20.2,1707.32
43,28,9,Truck,14785,0,51.4,2.8,1.64,14.4,50.4,16.2,0.88,0.8,1351.9
71,54,1,SUV,17886,1,38.7,0.5,0.18,27.4,65.2,19.8,0.42,21.8,1591.96
21,6,5,Sports,15630,1,44.9,0.85,0.22,15.5,51.1,35.6,0.09,42.9,2766.09
36,21,7,SUV,16361,1,62.5,1.25,0.76,3.3,63.2,29.5,0.78,28.3,1769.36
37,22,3,Sedan,9324,1,36.1,0.93,7.48,44.4,69.7,22.4,0.44,23.3,1844.02
50,31,11,Sports,15216,0,36.3,2.82,0.53,18.5,65.0,27.4,0.09,15.5,1748.46
37,20,14,SUV,19874,2,42.0,0.04,0.67,23.7,13.6,20.0,0.3,10.9,1630.64
66,48,7,Sedan,9245,0,44.8,0.35,0.68,26.3,61.2,44.8,1.32,19.3,1016.76
29,10,6,SUV,19199,0,52.4,3.2,0.1,4.9,71.5,32.1,0.7,6.4,1724.1
64,48,13,SUV,9803,0,45.5,0.09,1.79,44.8,60.1,38.7,0.24,0.6,1218.67
18,1,18,Sports,8592,0,47.9,0.39,0.35,39.1,25.9,25.7,0.0,13.4,1917.4
43,26,13,SUV,13185,0,31.1,0.65,1.46,15.8,69.4,14.8,0.13,8.4,1309.64
31,15,12,Truck,14864,0,48.6,2.08,0.77,26.5,47.6,29.0,0.1,7.3,1942.38
55,39,0,Sedan,15647,0,48.9,1.23,1.14,25.7,29.3,35.0,0.24,0.1,1319.01
54,38,18,SUV,8153,1,53.1,4.64,0.07,5.5,74.8,35.4,1.07,21.5,1620.37
28,10,0,Hatchback,13738,1,41.1,0.39,2.65,20.3,40.0,11.5,0.1,15.5,1605.11
53,38,3,Sports,9258,1,44.9,3.08,0.34,5.5,54.0,26.7,0.03,39.3,2014.1
30,13,9,Sedan,6044,0,53.5,0.5,1.33,23.8,74.7,12.2,0.07,46.2,1209.19
60,45,2,Sedan,8285,0,32.3,0.42,1.92,5.6,64.0,20.3,0.3,27.6,980.79
20,5,19,Sedan,8996,0,23.5,1.03,0.93,40.3,26.2,29.7,0.03,18.3,1201.9
50,34,8,Truck,14086,1,31.7,0.11,0.49,40.7,25.6,35.7,0.41,13.8,1577.8
23,5,2,Truck,16609,0,37.3,0.73,4.57,21.5,49.0,26.8,0.16,13.9,2062.72
67,48,5,Truck,6107,0,57.9,0.66,0.39,24.4,61.7,15.8,0.23,17.6,1153.85
73,55,5,SUV,13408,0,69.4,0.26,3.56,40.5,60.5,29.8,0.08,17.4,1603.26
27,12,11,Sports,7293,0,34.1,2.96,0.2,26.0,16.3,18.2,0.68,20.1,2107.1
22,4,0,SUV,14516,1,44.0,0.73,0.59,6.4,64.0,22.7,0.24,11.0,1713.17
40,24,15,Sedan,9509,3,38.7,6.02,0.18,32.1,41.5,25.7,0.06,7.0,1832.06
27,8,4,SUV,7795,0,50.8,3.45,0.0,28.6,71.4,19.6,0.22,6.9,1699.5
61,45,8,Hatchback,15199,0,48.4,0.33,0.36,7.2,63.3,30.1,2.05,21.5,1127.43
19,0,9,Truck,9652,0,34.5,1.06,0.11,40.2,87.7,31.0,0.63,7.9,1731.73
30,15,12,SUV,10736,0,37.5,1.38,5.15,21.3,31.1,33.2,1.02,3.4,1663.15
57,38,14,SUV,3120,0,43.3,2.56,1.72,14.1,73.4,36.4,1.11,19.2,1306.88
19,0,11,Hatchback,15786,1,59.8,3.25,0.0,5.5,42.2,23.9,0.4,12.6,1786.73
37,18,4,SUV,15284,0,37.2,1.47,0.3,39.7,80.7,15.2,0.41,31.8,1655.42
18,0,4,Sedan,12022,0,26.4,0.05,1.33,46.8,59.2,16.0,1.19,7.3,1645.8
54,36,17,Hatchback,5890,0,60.6,0.98,0.61,33.1,53.6,38.9,1.03,42.7,1110.99
26,11,11,Sports,16837,0,51.0,3.24,2.14,31.9,68.4,37.9,0.63,3.8,2473.64
34,15,2,Sedan,9335,0,31.0,1.88,0.84,27.1,33.1,35.7,0.86,3.8,1467.0
26,9,6,SUV,10187,1,48.7,3.06,1.27,39.2,7.2,20.3,0.68,10.8,1975.73
28,13,16,SUV,21248,0,54.7,1.68,1.09,55.5,33.4,38.5,0.18,31.6,2163.48
32,13,18,Sedan,9185,0,46.1,0.07,1.22,5.0,70.2,23.6,0.06,24.7,1150.39
41,22,17,Hatchback,14969,0,61.4,5.16,0.31,13.7,60.0,27.7,0.63,12.7,1497.13
55,37,0,SUV,14248,0,51.7,3.75,0.56,15.4,61.8,31.6,1.18,17.0,1627.34
72,55,4,Sports,13561,0,48.7,0.2,0.06,12.7,50.4,35.1,1.92,37.8,1920.32
52,33,1,Sedan,13128,0,47.4,0.18,1.06,18.2,45.9,29.3,0.03,13.6,1191.73
47,28,0,SUV,13506,0,46.6,1.16,0.74,13.7,35.1,36.0,0.51,13.1,1517.7
48,33,6,Sedan,13088,0,55.5,2.12,1.72,53.5,65.4,25.1,0.48,51.0,1710.12
66,49,10,Truck,11792,0,43.2,0.72,0.28,26.2,20.2,23.4,0.23,18.8,1297.99
